Player,FantPos,Age,G,Fmb,PPR,VBD,ID
Dontrell Hilliard,RB,25,7,0,6.0,,HillDo00
Chris Manhertz,TE,28,16,0,11.2,,ManhCh00
Johnny Mundt,TE,26,16,0,9.3,,MundJo00
Trent Sherfield,WR,24,15,0,10.0,,SherTr00
Levine Toilolo,TE,29,16,0,9.6,,ToilLe00
Nick Westbrook-Ikhine,WR,23,14,0,8.3,,WestNi00
Isaiah Zuber,WR,23,4,0,7.0,,ZubeIs00
Khari Blasingame,FB,24,15,0,7.9,,BlasKh00
Hunter Bryant,TE,22,5,0,5.4,,BryaHu02
Lawrence Cager,WR,23,2,0,5.5,,CageLa01
River Cracraft,WR,26,9,0,10.1,,CracRi00
Robert Foster,WR,26,4,0,5.7,,FostRo01
Ted Ginn Jr.,WR,35,6,1,7.0,,GinnTe00
Terry Godwin,WR,24,3,0,6.5,,GodwTe00
Tanner Hudson,TE,26,11,0,7.1,,HudsTa00
Juwan Johnson,TE,24,7,0,7.9,,JohnJu02
Nick Keizer,TE,25,16,1,10.3,,KeizNi00
Devine Ozigbo,RB,24,8,0,13.3,,OzigDe01
Elijhaa Penny,RB,27,14,0,5.5,,PennEl00
Riley Ridley,WR,24,5,0,7.9,,RidlRi00
Kahale Warring,TE,23,7,0,6.5,,WarrKa00
Charlie Woerner,TE,23,14,0,6.6,,WoerCh00
Deon Yelder,TE,25,14,0,10.6,,YeldDe00
Alex Armah,FB,26,16,0,7.7,,ArmaAl00
Daniel Brown,WR,28,16,0,5.1,,BrowDa04
Stephen Carlson,TE,24,16,0,4.1,,CarlSt00
Ben Ellefson,TE,24,7,0,4.0,,ElleBe00
Antonio Gandy-Golden,WR,22,6,0,3.5,,GandAn00
Jaeden Graham,TE,25,16,0,5.5,,GrahJa01
Robert Griffin III,QB,30,4,1,2.6,,GrifRo01
Tyler Huntley,QB,22,2,0,2.9,,HuntTy01
Josh Malone,WR,24,4,0,6.8,,MaloJo00
Rashaad Penny,RB,24,3,0,3.4,,PennRa00
Seth Roberts,WR,29,7,0,7.1,,RobeSe00
Bo Scarbrough,RB,26,1,0,3.1,,ScarBo01
Darrius Shepherd,WR,25,8,1,7.6,,ShepDa00
Austin Walter,RB,24,4,0,4.0,,WaltAu00
LeVante Bellamy,RB,24,5,0,2.6,,BellLe02
David Blough,QB,25,1,0,1.8,,BlouDa00
Deontay Burnett,WR,23,2,0,4.9,,BurnDe00
Antonio Callaway,WR,23,5,0,4.0,,CallAn00
Joshua Dobbs,QB,25,1,0,2.1,,DobbJo00
Rico Dowdle,RB,22,15,0,2.4,,DowdRi01
Daurice Fountain,WR,25,5,0,4.3,,FounDa00
Penny Hart,WR,24,13,0,3.2,,HartPe01
Brian Hoyer,QB,35,1,1,2.0,,HoyeBr00
Jason Huntley,RB,22,5,0,2.9,,HuntJa01
Andy Janovich,RB,27,14,0,3.7,,JanoAn00
Case Keenum,QB,32,2,0,1.8,,KeenCa00
Dalton Keene,TE,21,6,1,4.6,,KeenDa00
Tommylee Lewis,WR,28,5,0,2.9,,LewiTo00
Donte Moncrief,WR,27,6,0,2.9,,MoncDo00
Colby Parkinson,TE,21,6,0,3.6,,ParkCo02
Nathan Peterman,QB,26,1,0,1.9,,PeteNa00
Scottie Phillips,RB,23,8,0,2.6,,PhilSc01
John Ross,WR,25,3,0,3.7,,RossJo00
Eric Saubert,TE,26,8,0,4.6,,SaubEr00
Jaleel Scott,WR,25,1,0,2.6,,ScotJa02
Tommy Stevens,QB,24,1,0,2.4,,StevTo01
Dwayne Washington,RB,26,11,0,1.5,,WashDw00
Jameis Winston,QB,26,4,0,2.4,,WinsJa00
Nick Bellore*,FB,31,16,0,2.4,,BellNi01
Tyler Bray,QB,29,1,0,0.7,,BrayTy00
Jake Butt,TE,25,5,0,2.5,,ButtJa00
Derek Carrier,TE,30,16,0,2.4,,CarrDe00
Chandler Cox,RB,24,8,0,2.9,,CoxxCh01
Josiah Deguara,TE,23,2,0,2.2,,DeguJo00
Gehrig Dieter,WR,27,4,0,2.0,,DietGe00
Brandon Dillon,TE,23,3,0,1.6,,DillBr00
D.J. Foster,WR,27,10,0,1.9,,FostD.01
Bennie Fowler,WR,29,5,0,3.1,,FowlBe00
Cullen Gillaspia,RB,25,7,0,1.6,,GillCu00
Temarrick Hemingway,TE,27,8,0,2.0,,HemiTe00
Cody Hollister,WR,27,2,0,2.2,,HollCo00
Trenton Irwin,WR,25,1,0,1.5,,IrwiTr00
Blake Jarwin,TE,26,1,0,2.2,,JarwBl00
Tony Jones,RB,23,1,0,1.3,,JoneTo04
Marcus Kemp,WR,25,11,0,2.1,,KempMa00
Keith Kirkwood,WR,26,1,0,2.3,,KirkKe00
John Lovett,TE,24,8,0,0.6,,LoveJo02
A.J. McCarron,QB,30,2,0,0.8,,McCaA.00
Lamar Miller,RB,29,1,0,2.6,,MillLa01
Senorise Perry,RB,29,7,0,0.9,,PerrSe00
James Proche,WR,24,14,0,2.4,,ProcJa00
Craig Reynolds,RB,24,2,0,1.7,,ReynCr00
Geno Smith,QB,30,1,1,1.1,,SmitGe00
Vyncint Smith,WR,24,7,0,2.3,,SmitVy00
Jeremy Sprinkle,TE,26,16,0,1.6,,SpriJe00
Trevon Wesco,TE,25,12,0,1.5,,WescTr00
Dexter Williams,RB,23,3,0,0.8,,WillDe07
Jonathan Williams,RB,26,5,1,4.6,,WillJo07
Luke Willson,TE,30,8,0,2.2,,WillLu00
Logan Woodside,QB,25,6,0,1.3,,WoodLo00
Antony Auclair,TE,27,8,,,,AuclAn00
Tavon Austin,WR,30,4,1,5.0,,AustTa00
Alex Bachman,WR,24,1,,,,BachAl00
Jeff Badet,WR,26,3,,,,BadeJe00
Jake Bargas,FB,24,1,,,,BargJa00
Kenjon Barner,RB,31,6,0,,,BarnKe00
Marcus Baugh,TE,26,8,0,1.2,,BaugMa02
Evan Baylis,TE,27,5,,,,BaylEv00
Andrew Beck,TE,24,10,,,,BeckAn01
Nate Becker,TE,24,1,,,,BeckNa00
Reggie Begelton,WR,27,1,,,,BegeRe00
Rashod Berry,TE,24,3,,,,BerrRa01
Darius Bradwell,FB,23,2,,,,BradDa00
Beau Brinkley,TE,30,7,1,,,BrinBe00
Tony Brooks-James,RB,26,1,0,0.4,,BrooTo01
Fred Brown,WR,27,1,,,,BrowFr01
Tony Brown,WR,23,1,,,,BrowTo03
Deante Burton,WR,26,4,,,,BurtDe00
Hakeem Butler,WR,24,2,,,,ButlHa00
Deon Cain,WR,24,2,,,,CainDe00
Raymond Calais,RB,22,4,0,,,CalaRa00
Dan Chisena,WR,23,14,0,,,ChisDa00
Matt Cole,WR,24,1,,,,ColeMa03
Nathan Cottrell,RB,24,8,0,,,CottNa00
Isaiah Coulter,WR,22,1,,,,CoulIs00
Jeremy Cox,RB,24,7,,,,CoxxJe00
Sean Culkin,TE,27,1,,,,CulkSe00
Tyler Davis,TE,23,8,,,,DaviTy02
Seth Devalve,TE,27,4,0,,,DevaSe00
Keelan Doss,WR,24,1,,,,DossKe00
Trey Edmunds,RB,26,4,,,,EdmuTr00
Zach Gentry,TE,24,2,,,,GentZa00
Cyril Grayson,WR,27,3,0,,,GrayCy01
Farrod Green,TE,23,1,,,,GreeFa00
Garrett Griffin,TE,26,4,,,,GrifGa00
Justin Hardee,WR,26,10,,,,HardJu01
Daniel Helm,TE,25,5,,,,HelmDa01
Hale Hentges,TE,24,1,,,,HentHa00
J.P. Holtz,TE,27,16,0,,,HoltJ.01
Johnny Holton,WR,30,1,,,,HoltJo00
Brycen Hopkins,TE,23,5,,,,HopkBr01
Taiwan Jones,RB,32,13,,,,JoneTa00
Xavier Jones,RB,23,13,0,,,JoneXa00
Javon Leake,RB,22,1,,,,LeakJa01
Jordan Matthews,WR,28,2,,,,MattJo00
Sean McKeon,TE,23,14,,,,McKeSe01
Kirk Merritt,WR,23,1,0,,,MerrKi00
Marken Michel,WR,27,2,,,,MichMa00
Bruce Miller,FB,33,8,0,1.2,,MillBr02
Chris Moore,WR,27,3,,,,MoorCh00
Jason Moore,WR,25,2,,,,MoorJa02
Stanley Morgan Jr.,WR,24,6,,,,MorgSt02
Chris Myarick,TE,25,3,,,,MyarCh00
Jojo Natson,WR,26,3,0,0.3,,NatsJo00
Isaac Nauta,TE,23,7,0,1.3,,NautIs00
Qadree Ollison,RB,24,3,0,0.3,,OlliQa00
Sewo Olonilua,RB,23,2,,,,OlonSe01
K.J. Osborn,WR,23,9,2,,,OsboKJ00
Dezmon Patmon,WR,22,1,,,,PatmDe00
Trey Quinn,WR,25,1,0,,,QuinTr00
Kevin Rader,TE,25,1,,,,RadeKe00
Chris Rowland,WR,23,2,0,,,RowlCh00
Matt Schaub,QB,39,1,0,-0.4,,SchaMa00
Mason Schreck,TE,27,14,,,,SchrMa00
Ricky Seals-Jones,WR,25,2,,,,SealRi00
Tajae Sharpe,WR,26,4,,,,SharTa00
Matthew Slater*,WR,35,16,,,,SlatMa00
Wendell Smallwood,RB,26,1,,,,SmalWe00
Matt Sokol,TE,25,2,,,,SokoMa00
Jayson Stanley,WR,23,8,,,,StanJa00
Johnny Stanton,FB,26,1,,,,StanJo02
Easton Stick,QB,25,1,0,,,SticEa00
Stephen Sullivan,TE,24,1,,,,SullSt00
Taywan Taylor,WR,25,3,,,,TaylTa00
Noah Togiai,TE,23,4,,,,TogiNo00
Eric Tomlinson,TE,28,7,,,,TomlEr01
Malik Turner,WR,24,6,,,,TurnMa00
Michael Warren,RB,22,1,,,,WarrMi01
Derek Watt,FB,28,12,0,,,WattDe00
Joe Webb,QB,34,2,,,,WebbJo00
Kevin White,WR,28,3,0,,,WhitKe00
Kristian Wilkerson,WR,23,1,,,,WilkKr00
Derrick Willies,WR,26,1,,,,WillDe06
Duke Williams,WR,28,1,,,,WillDu01
Caleb Wilson,TE,24,5,,,,WilsCa00
Juwann Winfree,WR,24,2,,,,WinfJu00
Tim Boyle,QB,26,8,1,-0.9,,BoylTi00
DeAndre Carter,WR,27,13,2,-0.2,,CartDe02
Adrian Killins,RB,22,1,0,,,KillAd00
Andre Roberts*,WR,32,15,3,3.1,,RobeAn00
Dwayne Harris,WR,33,3,1,-2.0,,HarrDw00
Nate Sudfeld,QB,27,1,1,-1.5,,SudfNa00
Nsimba Webster,WR,24,16,3,-2.0,,WebsNs00
Dede Westbrook,WR,27,2,1,-0.6,,WestDe00
Kendall Hinton,WR,23,1,0,-2.8,,HintKe00
