Player,FantPos,Age,G,Fmb,PPR,VBD,ID
Da'Mari Scott,WR,24,5,0,4.7,,ScotDa02
Russell Shepard,WR,29,3,0,5.5,,ShepRu00
Anthony Sherman,RB,31,16,0,5.1,,SherAn00
Cam Sims,WR,23,7,0,4.7,,SimsCa00
Ryan Switzer,WR,25,9,1,10.7,,SwitRy00
Nick Bawden,RB,23,10,0,5.7,,BawdNi00
Josh Bellamy,WR,30,7,0,4.0,,BellJo02
Fred Brown,WR,26,13,1,4.1,,BrowFr01
Michael Crabtree,WR,32,2,0,6.2,,CrabMi00
Rashard Davis,WR,24,1,0,2.6,,DaviRa01
Robert Davis,WR,24,6,0,3.7,,DaviRo00
Ashton Dulin,WR,22,13,0,3.7,,DuliAs00
Tyler Ervin,RB,26,10,2,4.1,,ErviTy00
Darius Jennings,WR,27,8,0,3.7,,JennDa00
Marqise Lee,WR,28,6,0,4.9,,LeexMa00
T.J. Logan,FB,25,12,0,4.3,,LogaT.00
Donte Moncrief,WR,26,8,0,5.8,,MoncDo00
Chris Moore,WR,26,14,0,5.1,,MoorCh00
Stanley Morgan Jr.,WR,23,11,0,4.8,,MorgSt02
Josh Oliver,TE,22,4,0,4.5,,OlivJo00
Samaje Perine,RB,24,7,0,1.6,,PeriSa00
Eric Saubert,TE,25,2,0,4.1,,SaubEr00
Keith Smith,FB,27,16,0,3.1,,SmitKe03
Diontae Spencer,WR,27,16,3,7.7,,SpenDi00
Bobo Wilson,WR,24,6,3,4.5,,WilsJe00
Zach Zenner,RB,28,5,0,3.7,,ZennZa00
Josh Adams,RB,23,3,0,1.2,,AdamJo03
Antony Auclair,TE,26,8,0,2.1,,AuclAn00
Tony Brooks-James,RB,25,3,0,0.7,,BrooTo01
Austin Carr,WR,26,6,0,1.9,,CarrAu00
Sean Culkin,TE,26,4,0,2.2,,CulkSe00
Josh Ferguson,RB,26,2,0,0.9,,FergJo02
Ryan Grant,WR,29,2,0,5.4,,GranRy01
Will Grier,QB,24,2,1,1.3,,GrieWi00
Ryan Griffin,QB,30,2,0,0.6,,GrifRy01
Damien Harris,RB,22,2,0,1.2,,HarrDa06
Dwayne Harris,WR,32,3,0,1.7,,HarrDw00
Chris Herndon,TE,23,1,0,1.7,,HernCh00
Cody Hollister,WR,26,5,0,3.3,,HollCo00
Buddy Howell,RB,23,16,0,1.0,,HoweGr00
Jakob Johnson,FB,25,4,0,1.5,,JohnJa12
Charles Jones,TE,23,4,0,1.5,,JoneCh10
John Kelly,RB,23,4,0,0.9,,KellJo00
Ben Koyack,TE,26,11,0,1.9,,KoyaBe00
Chris Manhertz,TE,27,15,0,2.1,,ManhCh00
Josh McCown,QB,40,3,0,0.8,,McCoJo01
Ryan Nall,RB,24,8,0,0.8,,NallRy00
Isaac Nauta,TE,22,6,0,3.3,,NautIs00
Gunner Olszewski,WR,23,8,1,3.4,,OlszGu00
Ricky Ortiz,FB,25,1,0,1.8,,OrtiRi00
Jordan Scarlett,RB,23,9,0,0.9,,ScarJo00
Dalton Schultz,TE,23,16,0,1.6,,SchuDa00
Jaleel Scott,WR,24,3,0,1.6,,ScotJa02
Scott Simonson,TE,27,5,0,3.1,,SimoSc00
Jeff Smith,WR,22,1,0,2.2,,SmitJe03
Tyrone Swoopes,TE,25,5,0,1.5,,SwooTy00
De'Anthony Thomas,RB,26,14,3,2.1,,ThomDe05
Jordan Thomas,TE,23,5,0,1.8,,ThomJo05
Mike Thomas,WR,25,16,0,3.4,,ThomMi04
Levine Toilolo,TE,28,13,0,3.0,,ToilLe00
De'Lance Turner,RB,24,8,0,0.6,,TurnDe01
John Ursua,WR,25,3,0,2.1,,UrsuJo00
Dexter Williams,RB,22,4,0,1.1,,WillDe07
Jerell Adams,TE,27,1,,,,AdamJe01
Stephen Anderson,TE,26,1,,,,AndeSt01
Evan Baylis,TE,26,5,,,,BaylEv00
Kendall Blanton,TE,24,1,,,,BlanKe01
Tim Boyle,QB,25,3,0,-0.1,,BoylTi00
Deante Burton,WR,25,3,,,,BurtDe00
Michael Burton,RB,27,10,,,,BurtMi00
Trenton Cannon,RB,25,4,0,,,CannTr00
Garrett Celek,TE,31,5,,,,CeleGa00
Jordan Chunn,RB,24,1,,,,ChunJo00
Chandler Cox,RB,23,13,,,,CoxxCh01
River Cracraft,WR,25,1,,,,CracRi00
Jerome Cunningham,TE,28,2,,,,CunnJe00
Darrell Daniels,TE,25,11,0,1.4,,DaniDa02
Davion Davis,WR,23,2,,,,DaviDa03
James Develin,TE,31,2,0,0.3,,DeveJa00
Garrett Dickerson,TE,24,4,,,,DickGa00
Gehrig Dieter,WR,26,2,,,,DietGe00
Brandon Dillon,TE,22,1,,,,DillBr00
Josh Doctson,WR,27,1,,,,DoctJo00
Alex Ellis,TE,26,3,,,,ElliAl01
David Fales,QB,29,2,0,,,FaleDa00
David Fluellen,RB,27,2,,,,FlueDa00
D.J. Foster,WR,26,6,,,,FostD.01
Travis Fulgham,WR,24,3,,,,FulgTr00
Zach Gentry,TE,23,4,0,1.4,,GentZa00
Garrett Gilbert,QB,28,5,0,-0.3,,GilbGa01
Cullen Gillaspia,RB,24,16,,,,GillCu00
Cyril Grayson,WR,26,2,0,1.3,,GrayCy01
Xavier Grimble,TE,27,3,0,1.3,,GrimXa00
Jalen Guyton,WR,22,3,,,,GuytJa01
Justin Hardee,WR,25,16,,,,HardJu01
Krishawn Hogan,WR,24,8,0,1.4,,HogaKr00
Lil'Jordan Humphrey,WR,21,5,,,,HumpLi01
Trenton Irwin,WR,24,1,,,,IrwiTr00
Gary Jennings Jr,WR,22,1,,,,JennGa00
Tom Kennedy,WR,23,1,,,,KennTo01
Darvin Kidsy,WR,24,3,,,,KidsDa00
Keith Kirkwood,WR,25,1,,,,KirkKe00
Matt Lengel,TE,29,1,,,,LengMa00
Josh Malone,WR,23,2,,,,MaloJo00
Jeremy McNichols,RB,24,1,,,,McNiJe00
Trace McSorley,QB,24,1,0,0.1,,McSoTr00
Carson Meier,TE,24,1,,,,MeieCa00
Jaydon Mickens,WR,25,1,0,,,MickJa01
Alfred Morris,RB,31,1,0,0.4,,MorrAl00
Nick Mullens,QB,24,1,0,-0.3,,MullNi00
Jojo Natson,WR,25,12,0,,,NatsJo00
Roosevelt Nix,RB,27,3,0,2.4,,NixxRo01
Jamize Olawale,FB,30,16,,,,OlawJa00
Donovan Olumba,RB,24,1,,,,OlumDo00
Senorise Perry,RB,28,11,0,1.4,,PerrSe00
Craig Reynolds,RB,23,3,,,,ReynCr00
Richard Rodgers,TE,27,1,,,,RodgRi00
Cooper Rush,QB,26,2,,,,RushCo00
Spencer Schnell,WR,25,1,0,,,SchnSp00
Mason Schreck,TE,26,2,,,,SchrMa00
Trevor Siemian,QB,28,1,0,0.1,,SiemTr00
Matthew Slater*+,WR,34,16,0,,,SlatMa00
Rod Smith,RB,27,6,,,,SmitRo06
Jace Sternberger,TE,23,6,,,,SterJa00
Alex Tanney,QB,32,1,0,,,TannAl00
Taywan Taylor,WR,24,3,0,,,TaylTa00
Eric Tomlinson,TE,27,8,0,1.1,,TomlEr01
Robert Turbin,RB,30,1,,,,TurbRo00
Jason Vander Laan,TE,27,2,0,,,VandJa00
Austin Walter,RB,23,1,,,,WaltAu00
Jester Weah,WR,24,1,,,,WeahJe01
Nsimba Webster,WR,23,5,1,,,WebsNs00
Chad Williams,WR,25,1,,,,WillCh05
Trayveon Williams,RB,22,11,,,,WillTr06
Juwann Winfree,WR,23,3,,,,WinfJu00
Blake Bortles,QB,27,3,0,-0.8,,BortBl00
Sean Mannion,QB,27,3,1,-1.5,,MannSe00
Greg Dortch,WR,21,2,1,-2.0,,DortGr01
Quincy Enunwa,WR,27,1,1,-1.4,,EnunQu00
Ray-Ray McCloud,WR,23,6,3,-2.0,,McClRa00
Darrius Shepherd,WR,24,6,1,-0.9,,ShepDa00
Jarrett Stidham,QB,23,3,0,-1.6,,StidJa00
Michael Walker,WR,23,7,2,-0.5,,WalkMi00
Corey Clement,RB,25,4,2,-4.0,,ClemCo00
